Minima		Zeros		Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
8  Points		7  Points		480  Points		492  Points		480  Points		282  Points		142  Points		414  Points		164  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
				0.337086	1.2864	0.198743	2.23532	0.336632	1.28402	0.681768	4.55855	0.829797	6.60612	0.54911	2.07691	0.752564	5.74676
				0.338288	1.29272	0.200826	2.23517	0.337831	1.29028	0.68598	4.48317	0.83593	6.55782	0.551026	2.0364	0.757913	5.73256
				0.339495	1.2991	0.202908	2.23502	0.339036	1.29667	0.690122	4.4082	0.842017	6.50936	0.552905	1.99779	0.763246	5.71601
				0.340708	1.30552	0.20499	2.23488	0.340248	1.30309	0.694194	4.33373	0.847285	6.46729	0.554748	1.96098	0.768564	5.69708
				0.341928	1.31199	0.207072	2.23473	0.341465	1.30952	0.698197	4.2598	0.851748	6.43168	0.556559	1.92599	0.773862	5.67583
				0.343153	1.31848	0.209154	2.23462	0.342688	1.31604	0.702132	4.18654	0.855421	6.40251	0.558337	1.89264	0.77914	5.65242
				0.344384	1.32502	0.211236	2.23449	0.343917	1.32255	0.705999	4.1141	0.858313	6.37977	0.560085	1.86087	0.784395	5.62687
				0.345622	1.33162	0.213318	2.23439	0.345152	1.3291	0.709798	4.0425	0.860433	6.36311	0.561805	1.83067	0.789625	5.59923
				0.346866	1.33818	0.2154	2.23427	0.346393	1.33568	0.713531	3.97176	0.861787	6.35252	0.563497	1.80195	0.794828	5.56962
				0.348116	1.34476	0.217481	2.2341	0.347641	1.34226	0.717199	3.90201	0.86373	6.33757	0.565162	1.77462	0.800003	5.53801
				0.349372	1.35138	0.219563	2.23401	0.348895	1.34888	0.720802	3.83333	0.865836	6.32142	0.566803	1.74858	0.805148	5.50455
				0.350634	1.35799	0.221644	2.23393	0.350154	1.35545	0.724342	3.76574	0.868692	6.29972	0.568421	1.72384	0.810261	5.46933
				0.351902	1.36459	0.223726	2.23378	0.35142	1.36207	0.727819	3.69928	0.872289	6.27279	0.570016	1.70034	0.815339	5.43235
				0.353176	1.37118	0.225807	2.23367	0.352693	1.36871	0.731235	3.63397	0.87662	6.24098	0.571589	1.67797	0.820383	5.39375
				0.354457	1.37778	0.227888	2.23358	0.353971	1.37526	0.734591	3.56989	0.881672	6.20481	0.573142	1.65671	0.82539	5.35358
				0.355744	1.38433	0.229969	2.23349	0.355255	1.38186	0.737887	3.50709	0.887434	6.16471	0.574676	1.63649	0.830359	5.31192
				0.357037	1.39091	0.23205	2.23338	0.356546	1.38846	0.741126	3.44555	0.893159	6.12616	0.576192	1.61729	0.835288	5.26883
				0.358336	1.39749	0.23413	2.23329	0.357842	1.39498	0.744308	3.3853	0.898849	6.08912	0.57769	1.59909	0.840177	5.22443
				0.359641	1.404	0.236211	2.2332	0.359145	1.40154	0.747434	3.32632	0.904505	6.05358	0.579172	1.58179	0.845023	5.17879
				0.360952	1.41052	0.238292	2.23309	0.360454	1.40804	0.750506	3.26863	0.910129	6.01933	0.580637	1.56537	0.849827	5.13199
				0.362269	1.417	0.240372	2.23299	0.361769	1.41451	0.753525	3.21228	0.915722	5.98627	0.582088	1.54977	0.854586	5.08412
				0.363592	1.42346	0.242453	2.23291	0.36309	1.42101	0.756492	3.15727	0.921284	5.95429	0.583525	1.53497	0.859301	5.03525
				0.364922	1.42988	0.244533	2.23287	0.364417	1.42748	0.759408	3.10354	0.926817	5.92313	0.584949	1.52094	0.863969	4.98547
