Sym0		Asym0		Sym1		Sym2		Asym1		Asym2		Sym0		Asym0		Sym1		Sym2		Asym1		Asym2	
360  Points		362  Points		289  Points		175  Points		308  Points		175  Points		360  Points		362  Points		289  Points		175  Points		308  Points		175  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.570192	4.4944	0.61058	4.5226	0.886891	2.27649			0.707378	3.77967			0.570192	4.4944	0.61058	4.5226	0.886891	2.27649			0.707378	3.77967		
0.573019	4.50572	0.613413	4.49935	0.888316	2.26127			0.709766	3.82188			0.573019	4.50572	0.613413	4.49935	0.888316	2.26127			0.709766	3.82188		
0.575853	4.51681	0.616232	4.4762	0.889732	2.24726			0.71218	3.86384			0.575853	4.51681	0.616232	4.4762	0.889732	2.24726			0.71218	3.86384		
0.578693	4.52773	0.619037	4.45333	0.891139	2.23449			0.71462	3.90574			0.578693	4.52773	0.619037	4.45333	0.891139	2.23449			0.71462	3.90574		
0.581541	4.53835	0.621827	4.43076	0.892539	2.22284			0.717087	3.94743			0.581541	4.53835	0.621827	4.43076	0.892539	2.22284			0.717087	3.94743		
0.584395	4.54872	0.624603	4.4085	0.893932	2.21234			0.719579	3.98876			0.584395	4.54872	0.624603	4.4085	0.893932	2.21234			0.719579	3.98876		
0.587255	4.55889	0.627365	4.38657	0.895318	2.20302			0.722098	4.02984			0.587255	4.55889	0.627365	4.38657	0.895318	2.20302			0.722098	4.02984		
0.590122	4.56882	0.630114	4.365	0.896699	2.19472			0.724642	4.07065			0.590122	4.56882	0.630114	4.365	0.896699	2.19472			0.724642	4.07065		
0.592995	4.57845	0.632849	4.3439	0.898075	2.18736			0.727212	4.11099			0.592995	4.57845	0.632849	4.3439	0.898075	2.18736			0.727212	4.11099		
0.595874	4.58794	0.635571	4.3232	0.899447	2.18108			0.729806	4.15087			0.595874	4.58794	0.635571	4.3232	0.899447	2.18108			0.729806	4.15087		
0.598759	4.59719	0.63828	4.30296	0.900815	2.17582			0.732426	4.19037			0.598759	4.59719	0.63828	4.30296	0.900815	2.17582			0.732426	4.19037		
0.60165	4.60616	0.640977	4.28328	0.902181	2.17139			0.735071	4.22935			0.60165	4.60616	0.640977	4.28328	0.902181	2.17139			0.735071	4.22935		
0.604546	4.61499	0.643661	4.26415	0.903543	2.16793			0.73774	4.26774			0.604546	4.61499	0.643661	4.26415	0.903543	2.16793			0.73774	4.26774		
0.607447	4.62359	0.646334	4.24551	0.904904	2.16533			0.740432	4.30562			0.607447	4.62359	0.646334	4.24551	0.904904	2.16533			0.740432	4.30562		
0.610354	4.63197	0.648995	4.2275	0.906264	2.16354			0.743149	4.34297			0.610354	4.63197	0.648995	4.2275	0.906264	2.16354			0.743149	4.34297		
0.613266	4.64006	0.651645	4.21008	0.907622	2.1627			0.745888	4.37963			0.613266	4.64006	0.651645	4.21008	0.907622	2.1627			0.745888	4.37963		
0.616184	4.64797	0.654284	4.19322	0.908981	2.16256			0.748651	4.41561			0.616184	4.64797	0.654284	4.19322	0.908981	2.16256			0.748651	4.41561		
0.619106	4.65572	0.656913	4.17702	0.910339	2.16313			0.751436	4.45098			0.619106	4.65572	0.656913	4.17702	0.910339	2.16313			0.751436	4.45098		
0.622033	4.66324	0.659532	4.16148	0.911698	2.16456			0.754243	4.48572			0.622033	4.66324	0.659532	4.16148	0.911698	2.16456			0.754243	4.48572		
0.624964	4.67053	0.662141	4.1466	0.913058	2.16664			0.757071	4.51972			0.624964	4.67053	0.662141	4.1466	0.913058	2.16664			0.757071	4.51972		
0.6279	4.67759	0.664741	4.13237	0.91442	2.16941			0.759921	4.5529			0.6279	4.67759	0.664741	4.13237	0.91442	2.16941			0.759921	4.5529		
0.630841	4.6845	0.667332	4.11879	0.915784	2.17292			0.762791	4.58546			0.630841	4.6845	0.667332	4.11879	0.915784	2.17292			0.762791	4.58546		
0.633785	4.69115	0.669915	4.10586	0.91715	2.17706			0.765681	4.61733			0.633785	4.69115	0.669915	4.10586	0.91715	2.17706			0.765681	4.61733		
0.636734	4.69763	0.672491	4.09358	0.918519	2.18179			0.768592	4.64836			0.636734	4.69763	0.672491	4.09358	0.918519	2.18179			0.768592	4.64836		
0.639687	4.70396	0.675058	4.08201	0.919891	2.18709			0.771521	4.67871			0.639687	4.70396	0.675058	4.08201	0.919891	2.18709			0.771521	4.67871		
0.642644	4.71001	0.677619	4.07112	0.921266	2.19311			0.77447	4.70828			0.642644	4.71001	0.677619	4.07112	0.921266	2.19311			0.77447	4.70828		
0.645604	4.71591	0.680173	4.06084	0.922646	2.19965			0.777436	4.73708			0.645604	4.71591	0.680173	4.06084	0.922646	2.19965			0.777436	4.73708		
0.648568	4.72163	0.68272	4.05125	0.92403	2.20667			0.780421	4.76516			0.648568	4.72163	0.68272	4.05125	0.92403	2.20667			0.780421	4.76516		
0.651536	4.7271	0.685262	4.04232	0.925418	2.2143			0.783423	4.79251			0.651536	4.7271	0.685262	4.04232	0.925418	2.2143			0.783423	4.79251		
0.654507	4.73239	0.687799	4.03395	0.926812	2.22247			0.786442	4.81912			0.654507	4.73239	0.687799	4.03395	0.926812	2.22247			0.786442	4.81912		
0.657481	4.73748	0.69033	4.02623	0.92821	2.23106			0.789477	4.84491			0.657481	4.73748	0.69033	4.02623	0.92821	2.23106			0.789477	4.84491		
0.660459	4.74241	0.692857	4.01922	0.929615	2.24019			0.792528	4.87003			0.660459	4.74241	0.692857	4.01922	0.929615	2.24019			0.792528	4.87003		
0.663439	4.74721	0.695379	4.01273	0.931025	2.2498			0.795595	4.89449			0.663439	4.74721	0.695379	4.01273	0.931025	2.2498			0.795595	4.89449		
0.666422	4.75179	0.697898	4.00682	0.932441	2.25983			0.798677	4.91818			0.666422	4.75179	0.697898	4.00682	0.932441	2.25983			0.798677	4.91818		
0.669409	4.75608	0.700413	4.00153	0.933864	2.27032			0.801774	4.9411			0.669409	4.75608	0.700413	4.00153	0.933864	2.27032			0.801774	4.9411		
0.672397	4.7603	0.702925	3.99677	0.935293	2.28122			0.804885	4.96343			0.672397	4.7603	0.702925	3.99677	0.935293	2.28122			0.804885	4.96343		
0.675389	4.7643	0.705434	3.99254	0.93673	2.29254			0.808009	4.98507			0.675389	4.7643	0.705434	3.99254	0.93673	2.29254			0.808009	4.98507		
0.678383	4.7681	0.707941	3.98891	0.938173	2.30422			0.811147	5.00605			0.678383	4.7681	0.707941	3.98891	0.938173	2.30422			0.811147	5.00605		
0.681379	4.77179	0.710446	3.98579	0.939624	2.31637			0.814298	5.02638			0.681379	4.77179	0.710446	3.98579	0.939624	2.31637			0.814298	5.02638		
0.684378	4.77527	0.712948	3.98308	0.941083	2.3289			0.817462	5.04604			0.684378	4.77527	0.712948	3.98308	0.941083	2.3289			0.817462	5.04604		
0.687378	4.77852	0.71545	3.98092	0.94255	2.34174			0.820638	5.06511			0.687378	4.77852	0.71545	3.98092	0.94255	2.34174			0.820638	5.06511		
0.690381	4.78167	0.71795	3.97924	0.944025	2.3549			0.823825	5.08361			0.690381	4.78167	0.71795	3.97924	0.944025	2.3549			0.823825	5.08361		
0.693385	4.78461	0.720449	3.97796	0.945509	2.36843			0.827024	5.10149			0.693385	4.78461	0.720449	3.97796	0.945509	2.36843			0.827024	5.10149		
0.696392	4.78738	0.722947	3.97716	0.947001	2.38237			0.830234	5.11874			0.696392	4.78738	0.722947	3.97716	0.947001	2.38237			0.830234	5.11874		
0.6994	4.79001	0.725445	3.97676	0.948502	2.39656			0.833455	5.13546			0.6994	4.79001	0.725445	3.97676	0.948502	2.39656			0.833455	5.13546		
0.702409	4.79241	0.727943	3.97673	0.950012	2.41109			0.836686	5.15164			0.702409	4.79241	0.727943	3.97673	0.950012	2.41109			0.836686	5.15164		
0.705421	4.79465	0.730441	3.97714	0.951531	2.42591			0.839927	5.16734			0.705421	4.79465	0.730441	3.97714	0.951531	2.42591			0.839927	5.16734		
0.708433	4.79674	0.73294	3.97789	0.953059	2.44093			0.843178	5.18252			0.708433	4.79674	0.73294	3.97789	0.953059	2.44093			0.843178	5.18252		
0.711447	4.79871	0.735439	3.97903	0.954597	2.45631			0.846438	5.19712			0.711447	4.79871	0.735439	3.97903	0.954597	2.45631			0.846438	5.19712		
0.714462	4.80046	0.737938	3.98052	0.956145	2.47204			0.849707	5.21131			0.714462	4.80046	0.737938	3.98052	0.956145	2.47204			0.849707	5.21131		
0.717477	4.80209	0.740439	3.98225	0.957703	2.48795			0.852985	5.22504			0.717477	4.80209	0.740439	3.98225	0.957703	2.48795			0.852985	5.22504		
0.720494	4.80351	0.742941	3.9843	0.959271	2.5041			0.856271	5.23826			0.720494	4.80351	0.742941	3.9843	0.959271	2.5041			0.856271	5.23826		
0.723512	4.80476	0.745445	3.98669	0.960849	2.52054			0.859565	5.25106			0.723512	4.80476	0.745445	3.98669	0.960849	2.52054			0.859565	5.25106		
0.726531	4.80593	0.74795	3.9894	0.962437	2.53724			0.862868	5.26343			0.726531	4.80593	0.74795	3.9894	0.962437	2.53724			0.862868	5.26343		
0.72955	4.80689	0.750457	3.99233	0.964036	2.55417			0.866178	5.27538			0.72955	4.80689	0.750457	3.99233	0.964036	2.55417			0.866178	5.27538		
0.73257	4.8077	0.752965	3.99548	0.965646	2.57127			0.869495	5.28695			0.73257	4.8077	0.752965	3.99548	0.965646	2.57127			0.869495	5.28695		
0.73559	4.80837	0.755476	3.99891	0.967267	2.58856			0.87282	5.29816			0.73559	4.80837	0.755476	3.99891	0.967267	2.58856			0.87282	5.29816		
0.73861	4.80882	0.757989	4.00257	0.968898	2.60617			0.876151	5.30899			0.73861	4.80882	0.757989	4.00257	0.968898	2.60617			0.876151	5.30899		
0.741631	4.80915	0.760505	4.00647	0.970541	2.62394			0.87949	5.31939			0.741631	4.80915	0.760505	4.00647	0.970541	2.62394			0.87949	5.31939		
0.744652	4.80937	0.763022	4.01054	0.972194	2.6419			0.882834	5.32949			0.744652	4.80937	0.763022	4.01054	0.972194	2.6419			0.882834	5.32949		
0.747673	4.80943	0.765543	4.01474	0.97386	2.66005			0.886185	5.33926			0.747673	4.80943	0.765543	4.01474	0.97386	2.66005			0.886185	5.33926		
0.750694	4.80929	0.768066	4.01918	0.975536	2.67837			0.889542	5.34865			0.750694	4.80929	0.768066	4.01918	0.975536	2.67837			0.889542	5.34865		
0.753715	4.80906	0.770592	4.0239	0.977224	2.69692			0.892904	5.3578			0.753715	4.80906	0.770592	4.0239	0.977224	2.69692			0.892904	5.3578		
0.756736	4.80868	0.773121	4.02865	0.978924	2.71565			0.896273	5.36662			0.756736	4.80868	0.773121	4.02865	0.978924	2.71565			0.896273	5.36662		
0.759756	4.8081	0.775653	4.03352	0.980636	2.73452			0.899647	5.37515			0.759756	4.8081	0.775653	4.03352	0.980636	2.73452			0.899647	5.37515		
0.762776	4.80743	0.778189	4.03867	0.98236	2.75351			0.903026	5.38338			0.762776	4.80743	0.778189	4.03867	0.98236	2.75351			0.903026	5.38338		
0.765796	4.80656	0.780727	4.04386	0.984095	2.77268			0.90641	5.3913			0.765796	4.80656	0.780727	4.04386	0.984095	2.77268			0.90641	5.3913		
0.768815	4.80558	0.783269	4.04917	0.985843	2.79204			0.909799	5.39901			0.768815	4.80558	0.783269	4.04917	0.985843	2.79204			0.909799	5.39901		
0.771833	4.80454	0.785814	4.05464	0.987603	2.81155			0.913192	5.40645			0.771833	4.80454	0.785814	4.05464	0.987603	2.81155			0.913192	5.40645		
0.77485	4.80332	0.788363	4.06015	0.989375	2.83114			0.916591	5.41359			0.77485	4.80332	0.788363	4.06015	0.989375	2.83114			0.916591	5.41359		
0.777867	4.80189	0.790915	4.06579	0.99116	2.85087			0.919993	5.42058			0.777867	4.80189	0.790915	4.06579	0.99116	2.85087			0.919993	5.42058		
0.780883	4.80037	0.793471	4.07154	0.992957	2.87079			0.923401	5.42734			0.780883	4.80037	0.793471	4.07154	0.992957	2.87079			0.923401	5.42734		
0.783898	4.79873	0.79603	4.0774	0.994766	2.89079			0.926812	5.43376			0.783898	4.79873	0.79603	4.0774	0.994766	2.89079			0.926812	5.43376		
0.786912	4.79694	0.798593	4.08332	0.996588	2.9109			0.930227	5.44006			0.786912	4.79694	0.798593	4.08332	0.996588	2.9109			0.930227	5.44006		
0.789924	4.79501	0.80116	4.08921	0.998423	2.93116			0.933646	5.44615			0.789924	4.79501	0.80116	4.08921	0.998423	2.93116			0.933646	5.44615		
0.792936	4.79301	0.80373	4.09525	1.00027	2.94132			0.937069	5.45202			0.792936	4.79301	0.80373	4.09525	1.00027	2.94132			0.937069	5.45202		
0.795946	4.79087	0.806305	4.10137					0.940496	5.45772			0.795946	4.79087	0.806305	4.10137					0.940496	5.45772		
0.798954	4.78861	0.808883	4.10747					0.943926	5.46318			0.798954	4.78861	0.808883	4.10747					0.943926	5.46318		
0.801962	4.78617	0.811465	4.11367					0.947359	5.46852			0.801962	4.78617	0.811465	4.11367					0.947359	5.46852		
0.804967	4.78365	0.814051	4.11987					0.950796	5.47363			0.804967	4.78365	0.814051	4.11987					0.950796	5.47363		
0.807971	4.78103	0.816641	4.12612					0.954235	5.47858			0.807971	4.78103	0.816641	4.12612					0.954235	5.47858		
0.810974	4.77831	0.819234	4.13245					0.957678	5.48338			0.810974	4.77831	0.819234	4.13245					0.957678	5.48338		
0.813974	4.77543	0.821832	4.13871					0.961124	5.48802			0.813974	4.77543	0.821832	4.13871					0.961124	5.48802		
0.816973	4.77241	0.824434	4.14499					0.964573	5.4925			0.816973	4.77241	0.824434	4.14499					0.964573	5.4925		
0.81997	4.76938	0.82704	4.15139					0.968024	5.49687			0.81997	4.76938	0.82704	4.15139					0.968024	5.49687		
0.822965	4.76619	0.829649	4.15774					0.971479	5.50106			0.822965	4.76619	0.829649	4.15774					0.971479	5.50106		
0.825958	4.7629	0.832263	4.16406					0.974935	5.50511			0.825958	4.7629	0.832263	4.16406					0.974935	5.50511		
0.828948	4.75947	0.834881	4.17038					0.978395	5.50904			0.828948	4.75947	0.834881	4.17038					0.978395	5.50904		
0.831937	4.75596	0.837502	4.17674					0.981856	5.51279			0.831937	4.75596	0.837502	4.17674					0.981856	5.51279		
0.834923	4.75247	0.840128	4.18312					0.98532	5.51652			0.834923	4.75247	0.840128	4.18312					0.98532	5.51652		
0.837907	4.74876	0.842757	4.18946					0.988787	5.52006			0.837907	4.74876	0.842757	4.18946					0.988787	5.52006		
0.840889	4.74496	0.845391	4.19579					0.992255	5.52346			0.840889	4.74496	0.845391	4.19579					0.992255	5.52346		
0.843869	4.7411	0.848029	4.20204					0.995726	5.5268			0.843869	4.7411	0.848029	4.20204					0.995726	5.5268		
0.846845	4.73716	0.85067	4.20838					0.999198	5.52998			0.846845	4.73716	0.85067	4.20838					0.999198	5.52998		
0.84982	4.73313	0.853316	4.21464					1.00267	5.53155			0.84982	4.73313	0.853316	4.21464					1.00267	5.53155		
0.852792	4.72899	0.855965	4.22087									0.852792	4.72899	0.855965	4.22087								
0.855761	4.72486	0.858618	4.22708									0.855761	4.72486	0.858618	4.22708								
0.858727	4.72062	0.861275	4.23328									0.858727	4.72062	0.861275	4.23328								
0.861691	4.71622	0.863936	4.23948									0.861691	4.71622	0.863936	4.23948								
0.864652	4.71185	0.866601	4.24556									0.864652	4.71185	0.866601	4.24556								
0.867611	4.70738	0.86927	4.25165									0.867611	4.70738	0.86927	4.25165								
0.870566	4.70286	0.871943	4.25768									0.870566	4.70286	0.871943	4.25768								
0.873519	4.69833	0.874619	4.26368									0.873519	4.69833	0.874619	4.26368								
0.876469	4.69361	0.877299	4.26967									0.876469	4.69361	0.877299	4.26967								
0.879416	4.68892	0.879983	4.27559									0.879416	4.68892	0.879983	4.27559								
0.882359	4.68418	0.882671	4.28144									0.882359	4.68418	0.882671	4.28144								
0.8853	4.67943	0.885362	4.28729									0.8853	4.67943	0.885362	4.28729								
0.888238	4.6746	0.888057	4.2931									0.888238	4.6746	0.888057	4.2931								
0.891173	4.66969	0.890755	4.29877									0.891173	4.66969	0.890755	4.29877								
0.894105	4.66479	0.893457	4.30449									0.894105	4.66479	0.893457	4.30449								
0.897033	4.6599	0.896163	4.31011									0.897033	4.6599	0.896163	4.31011								
0.899959	4.65495	0.898872	4.3157									0.899959	4.65495	0.898872	4.3157								
0.902881	4.64993	0.901585	4.32121									0.902881	4.64993	0.901585	4.32121								
0.905801	4.64486	0.904301	4.32662									0.905801	4.64486	0.904301	4.32662								
0.908717	4.63983	0.90702	4.33205									0.908717	4.63983	0.90702	4.33205								
0.91163	4.63481	0.909743	4.33742									0.91163	4.63481	0.909743	4.33742								
0.914539	4.62975	0.912469	4.34271									0.914539	4.62975	0.912469	4.34271								
0.917446	4.62473	0.915199	4.34791									0.917446	4.62473	0.915199	4.34791								
0.920349	4.61966	0.917932	4.35307									0.920349	4.61966	0.917932	4.35307								
0.92325	4.61452	0.920668	4.35814									0.92325	4.61452	0.920668	4.35814								
0.926147	4.60945	0.923407	4.36318									0.926147	4.60945	0.923407	4.36318								
0.929041	4.60442	0.926149	4.36819									0.929041	4.60442	0.926149	4.36819								
0.931931	4.59935	0.928894	4.37309									0.931931	4.59935	0.928894	4.37309								
0.934819	4.59431	0.931643	4.37793									0.934819	4.59431	0.931643	4.37793								
0.937703	4.5893	0.934394	4.38274									0.937703	4.5893	0.934394	4.38274								
0.940584	4.58424	0.937149	4.38743									0.940584	4.58424	0.937149	4.38743								
0.943462	4.57926	0.939906	4.39205									0.943462	4.57926	0.939906	4.39205								
0.946337	4.57428	0.942667	4.39664									0.946337	4.57428	0.942667	4.39664								
0.949209	4.56934	0.94543	4.40117									0.949209	4.56934	0.94543	4.40117								
0.952078	4.56448	0.948196	4.4056									0.952078	4.56448	0.948196	4.4056								
0.954943	4.55955	0.950965	4.40999									0.954943	4.55955	0.950965	4.40999								
0.957806	4.5547	0.953736	4.41436									0.957806	4.5547	0.953736	4.41436								
0.960665	4.54994	0.95651	4.41855									0.960665	4.54994	0.95651	4.41855								
0.963522	4.54522	0.959287	4.42272									0.963522	4.54522	0.959287	4.42272								
0.966375	4.54047	0.962067	4.42686									0.966375	4.54047	0.962067	4.42686								
0.969226	4.53576	0.964849	4.43089									0.969226	4.53576	0.964849	4.43089								
0.972074	4.53118	0.967633	4.43486									0.972074	4.53118	0.967633	4.43486								
0.974918	4.52666	0.97042	4.43869									0.974918	4.52666	0.97042	4.43869								
0.97776	4.52212	0.973209	4.44256									0.97776	4.52212	0.973209	4.44256								
0.9806	4.51762	0.976001	4.44634									0.9806	4.51762	0.976001	4.44634								
0.983436	4.51326	0.978795	4.45003									0.983436	4.51326	0.978795	4.45003								
0.98627	4.50895	0.981592	4.45366									0.98627	4.50895	0.981592	4.45366								
0.9891	4.50468	0.98439	4.45716									0.9891	4.50468	0.98439	4.45716								
0.991929	4.50049	0.987191	4.46065									0.991929	4.50049	0.987191	4.46065								
0.994754	4.49638	0.989994	4.46408									0.994754	4.49638	0.989994	4.46408								
0.997578	4.49231	0.9928	4.46742									0.997578	4.49231	0.9928	4.46742								
1.0004	4.49027	0.995607	4.47072									1.0004	4.49027	0.995607	4.47072								
		0.998416	4.47389											0.998416	4.47389								
		1.00123	4.47542											1.00123	4.47542								
