Minima		Zeros		Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
8  Points		7  Points		475  Points		493  Points		474  Points		220  Points		129  Points		390  Points		143  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
				0.438612	1.56392	0.316901	2.23268	0.438871	1.56483	0.915685	2.06965			0.685363	1.2972		
				0.440072	1.56887	0.318981	2.23263	0.440331	1.56976	0.917602	2.04514			0.68657	1.2954		
				0.441536	1.57383	0.321061	2.23264	0.441796	1.57469	0.919496	2.02134			0.687776	1.29372		
				0.443004	1.5787	0.323141	2.23261	0.443265	1.57956	0.921369	1.99824			0.688981	1.29223		
				0.444477	1.58354	0.325221	2.23253	0.444739	1.58438	0.92322	1.97578			0.690184	1.29093		
				0.445955	1.58838	0.327301	2.23252	0.446218	1.58925	0.92505	1.95396			0.691386	1.28977		
				0.447437	1.59315	0.329381	2.23251	0.447701	1.59399	0.926861	1.93273			0.692588	1.28879		
				0.448924	1.59787	0.331461	2.23248	0.449188	1.5987	0.928652	1.91215			0.693788	1.28793		
				0.450415	1.60258	0.333541	2.23242	0.45068	1.60344	0.930424	1.89219			0.694988	1.28721		
				0.45191	1.60724	0.335621	2.23239	0.452176	1.60804	0.932178	1.87276			0.696187	1.28666		
