Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2	
459  Points		491  Points		459  Points		138  Points		110  Points		101  Points		321  Points		118  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.458344	1.28505	0.260553	2.23562	0.458726	1.28657	0.988945	4.14507					0.766862	1.7478		
0.459544	1.28981	0.262636	2.23556	0.459927	1.29138	0.992777	4.08024					0.76848	1.72495		
0.460748	1.29465	0.264719	2.23554	0.461133	1.2962	0.996549	4.01643					0.770077	1.70298		
0.461956	1.29952	0.266802	2.23552	0.462343	1.30103	1.00026	3.98479					0.771653	1.68185		
0.463169	1.30437	0.268885	2.23544	0.463557	1.30593							0.77321	1.66154		
0.464387	1.30925	0.270968	2.23544	0.464776	1.31084							0.774749	1.64209		
0.465609	1.31414	0.27305	2.23543	0.466	1.31571							0.77627	1.62339		
0.466836	1.31908	0.275133	2.23536	0.467228	1.32063							0.777774	1.60543		
0.468067	1.324	0.277216	2.23532	0.46846	1.32555							0.779262	1.58821		
0.469303	1.32892	0.279298	2.2353	0.469698	1.3305							0.780734	1.57166		
0.470543	1.33386	0.281381	2.2353	0.47094	1.33546							0.78219	1.55576		
0.471788	1.33879	0.283464	2.23525	0.472186	1.3404							0.783633	1.54053		
0.473038	1.34375	0.285546	2.23523	0.473437	1.34532							0.785061	1.52591		
0.474292	1.34871	0.287629	2.23522	0.474693	1.35027							0.786476	1.51191		
0.475551	1.35369	0.289711	2.23514	0.475953	1.35527							0.787878	1.49846		
0.476815	1.35863	0.291794	2.23514	0.477218	1.36019							0.789268	1.48558		
0.478083	1.36355	0.293876	2.23514	0.478488	1.36514							0.790647	1.47321		
0.479355	1.3685	0.295959	2.23507	0.479762	1.3701							0.792013	1.46131		
0.480633	1.37343	0.298041	2.23507	0.481041	1.375							0.79337	1.44998		
0.481915	1.37835	0.300123	2.23507	0.482324	1.37991							0.794715	1.43911		
0.483201	1.3833	0.302206	2.23503	0.483612	1.38485							0.796051	1.4287		
0.484492	1.38819	0.304288	2.23497	0.484905	1.38977							0.797378	1.41869		
0.485788	1.39309	0.30637	2.23495	0.486202	1.39465							0.798695	1.40911		
0.487088	1.39799	0.308453	2.23497	0.487504	1.39955							0.800003	1.39997		
0.488393	1.40283	0.310535	2.23495	0.48881	1.40441							0.801303	1.39122		
0.489702	1.4077	0.312617	2.2349	0.490121	1.40926							0.802596	1.38289		
0.491016	1.41255	0.314699	2.23487	0.491436	1.4141							0.80388	1.37488		
0.492334	1.41739	0.316782	2.2349	0.492756	1.4189							0.805158	1.36721		
0.493657	1.42223	0.318864	2.23487	0.49408	1.42372							0.806428	1.3599		
0.494984	1.42699	0.320946	2.23482	0.495409	1.42854							0.807692	1.35291		
0.496316	1.43175	0.323028	2.2348	0.496742	1.4333							0.808949	1.34627		
0.497652	1.43655	0.32511	2.23479	0.498079	1.43806							0.8102	1.33991		
0.498993	1.4413	0.327193	2.23478	0.499421	1.44278							0.811446	1.33383		
0.500338	1.44601	0.329275	2.23474	0.500768	1.44749							0.812686	1.32808		
0.501687	1.45071	0.331357	2.23472	0.502119	1.45222							0.81392	1.32261		
0.503041	1.45537	0.333439	2.23471	0.503474	1.45689							0.81515	1.31735		
0.504399	1.46004	0.335521	2.23471	0.504833	1.46154							0.816375	1.31237		
0.505762	1.46472	0.337603	2.23467	0.506197	1.46617							0.817596	1.30769		
0.507129	1.46933	0.339685	2.23465	0.507565	1.47075							0.818812	1.30318		
0.5085	1.47391	0.341767	2.23464	0.508938	1.47535							0.820024	1.29892		
0.509875	1.47847	0.343849	2.23463	0.510315	1.47996							0.821232	1.29488		
0.511255	1.48302	0.345931	2.23463	0.511696	1.4845							0.822437	1.29107		
0.512639	1.48756	0.348013	2.23459	0.513081	1.489							0.823638	1.28744		
0.514027	1.49207	0.350095	2.23457	0.51447	1.49352							0.824836	1.28405		
0.515419	1.49656	0.352177	2.23456	0.515864	1.49798							0.826031	1.28086		
0.516815	1.50103	0.354259	2.23456	0.517262	1.5024							0.827223	1.27779		
0.518216	1.50547	0.356341	2.23452	0.518663	1.50685							0.828412	1.27498		
0.519621	1.50985	0.358423	2.2345	0.520069	1.51127							0.829598	1.27233		
