Sym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
1.36819	2.0712	1.36807	2.07088	0.441148	0.919111	0.860498	-0.591457	0.961452	0.795911	1.29787	-0.139215	0.225453	1.05821	1.37438	1.73185	0.669944	1.5724	1.0804	-0.25048	1.27589	0.413982
1.36521	2.06387	1.36508	2.06355	0.44252	0.980493	0.85962	-0.623795	0.962638	0.846038	1.29767	-0.150354	0.227037	1.1351	1.37187	1.74522	0.672225	1.58701	1.08002	-0.269516	1.27651	0.446092
1.36223	2.05652	1.36211	2.0562	0.443979	1.03851	0.858697	-0.653094	0.963894	0.893193	1.29744	-0.161279	0.22873	1.2083	1.36934	1.75971	0.674526	1.59974	1.07962	-0.287959	1.27717	0.477574
1.35927	2.04915	1.35915	2.04883	0.445518	1.09324	0.857734	-0.679393	0.965216	0.937403	1.2972	-0.171924	0.230525	1.27788	1.36679	1.77538	0.676843	1.61099	1.07919	-0.305655	1.27789	0.508311
1.35632	2.04172	1.35619	2.04142	0.447135	1.14476	0.856736	-0.702842	0.9666	0.978803	1.29694	-0.182226	0.232418	1.34371	1.36421	1.79221	0.679176	1.62104	1.07874	-0.322664	1.27864	0.538291
1.35338	2.03427	1.35325	2.03399	0.448823	1.19309	0.855705	-0.72359	0.968042	1.01744	1.29667	-0.192211	0.234404	1.40588	1.36161	1.8102	0.681523	1.63008	1.07826	-0.338885	1.27944	0.567562
1.35045	2.02685	1.35032	2.02652	0.450579	1.23841	0.854647	-0.741651	0.969537	1.05347	1.29639	-0.201853	0.236477	1.46451	1.35899	1.82926	0.683882	1.6382	1.07776	-0.354334	1.28028	0.596001
1.34753	2.01939	1.3474	2.01906	0.452398	1.28079	0.853564	-0.75719	0.971083	1.08709	1.29609	-0.211178	0.238632	1.51952	1.35633	1.8495	0.686252	1.64558	1.07724	-0.369045	1.28116	0.623583
1.34462	2.01188	1.34449	2.01161	0.454276	1.32035	0.852461	-0.770398	0.972675	1.11836	1.29578	-0.220084	0.240863	1.57108	1.35365	1.87079	0.688632	1.65227	1.0767	-0.382868	1.28208	0.650403
1.34172	2.00439	1.3416	2.0041	0.456209	1.35721	0.85134	-0.781359	0.974311	1.14743	1.29546	-0.228596	0.243167	1.61936	1.35093	1.89302	0.691021	1.65827	1.07613	-0.395864	1.28304	0.676356
1.33883	1.99689	1.33871	1.99656	0.458194	1.39154	0.850205	-0.790172	0.975988	1.17438	1.29512	-0.236758	0.245538	1.66434	1.34818	1.91623	0.693419	1.66375	1.07555	-0.408013	1.28403	0.701384
1.33595	1.98936	1.33583	1.98903	0.460226	1.42341	0.849059	-0.796957	0.977701	1.19941	1.29477	-0.244439	0.247972	1.70627	1.3454	1.94025	0.695824	1.66869	1.07496	-0.419348	1.28506	0.725584
1.33309	1.98185	1.33297	1.9815	0.462303	1.45296	0.847905	-0.801885	0.97945	1.22259	1.29441	-0.251672	0.25014	1.74041	1.34258	1.965	0.698236	1.67309	1.07434	-0.429786	1.28613	0.748935
1.33023	1.9743	1.33011	1.974	0.464421	1.48034	0.846745	-0.805002	0.981231	1.24405	1.29405	-0.258519	0.252021	1.7677	1.33973	1.99032	0.700654	1.67698	1.07371	-0.439309	1.28722	0.771322
1.32739	1.96674	1.32727	1.96645	0.466576	1.50559	0.845581	-0.806402	0.983041	1.26389	1.29367	-0.264889	0.253598	1.78915	1.33684	2.01605	0.703077	1.68044	1.07307	-0.44803	1.28835	0.792804
1.32456	1.95923	1.32444	1.95891	0.468767	1.52885	0.844417	-0.806273	0.984879	1.28219	1.29328	-0.270745	0.254858	1.80537	1.33391	2.04211	0.705505	1.68341	1.07242	-0.455802	1.28951	0.813429
1.32173	1.95169	1.32161	1.95136	0.47099	1.55023	0.843254	-0.804622	0.986743	1.29902	1.29289	-0.276157	0.255792	1.8168	1.33094	2.06837	0.707937	1.6859	1.07176	-0.462704	1.2907	0.833146
1.31892	1.94415	1.3188	1.94382	0.473242	1.56986	0.842094	-0.801469	0.988629	1.31451	1.29248	-0.28105	0.256393	1.82392	1.32794	2.09467	0.710372	1.68803	1.07109	-0.468745	1.29192	0.851926
1.31612	1.93661	1.316	1.93627	0.475522	1.58772	0.84094	-0.796992	0.990537	1.32873	1.29208	-0.285415	0.25726	1.83397	1.3249	2.12082	0.71281	1.68965	1.0704	-0.473868	1.29316	0.869784
1.31333	1.92907	1.31321	1.92873	0.477826	1.60397	0.839793	-0.791261	0.992465	1.3417	1.29166	-0.289312	0.258208	1.84455	1.32182	2.14669	0.715249	1.69084	1.06972	-0.478109	1.29443	0.886751
1.31055	1.92155	1.31043	1.92125	0.480152	1.61867	0.838656	-0.784267	0.994411	1.35352	1.29124	-0.292638	0.259506	1.8584	1.3187	2.17221	0.717691	1.69167	1.06902	-0.481463	1.29572	0.902812
1.30778	1.91405	1.30767	1.91376	0.482498	1.63188	0.837529	-0.776066	0.996372	1.36426	1.29082	-0.295408	0.261162	1.8751	1.31554	2.19725	0.720133	1.69202	1.06833	-0.483997	1.29704	0.917942
1.30503	1.90658	1.30491	1.90627	0.484863	1.64366	0.836415	-0.766768	0.998349	1.37394	1.29039	-0.297652	0.263183	1.89398	1.31236	2.22161	0.722575	1.69192	1.06763	-0.485623	1.29837	0.932162
1.30228	1.89913	1.30216	1.89881	0.487243	1.65409	0.835316	-0.756374	1.00034	1.38261	1.28996	-0.299357	0.265578	1.91451	1.30913	2.24536	0.725017	1.69142	1.06693	-0.486384	1.29973	0.945514
1.29954	1.89169	1.29943	1.89138	0.489638	1.66325	0.834232	-0.744889	1.00234	1.39036	1.28952	-0.300497	0.268358	1.936	1.30587	2.26834	0.727458	1.6905	1.06622	-0.486294	1.3011	0.957937
1.29682	1.88428	1.2967	1.88398	0.492044	1.67109	0.833165	-0.732466	1.00435	1.39715	1.28909	-0.301018	0.271167	1.95535	1.30258	2.29048	0.729897	1.68918	1.06552	-0.48531	1.30249	0.969452
1.2941	1.87694	1.29399	1.87666	0.494462	1.67775	0.832117	-0.719046	1.00637	1.4031	1.28865	-0.300962	0.274003	1.97261	1.29926	2.31176	0.732334	1.6874	1.06482	-0.483487	1.3039	0.980104
1.2914	1.86965	1.29129	1.86933	0.496888	1.68325	0.83109	-0.704656	1.0084	1.40819	1.28822	-0.300338	0.276861	1.98783	1.29591	2.33214	0.734768	1.68516	1.06413	-0.480867	1.30532	0.989835
1.28871	1.86239	1.28859	1.86208	0.499321	1.68758	0.830083	-0.689354	1.01044	1.41245	1.28779	-0.299089	0.279741	2.00107	1.29253	2.35166	0.737199	1.68252	1.06343	-0.477385	1.30676	0.998678
1.28602	1.85521	1.28591	1.8549	0.501759	1.69082	0.8291	-0.673177	1.01248	1.4159	1.28736	-0.29725	0.282638	2.01246	1.28912	2.37026	0.739625	1.67943	1.06275	-0.473058	1.3082	1.00662
1.28335	1.84808	1.28324	1.8478	0.504202	1.69297	0.82814	-0.656131	1.01453	1.41856	1.28693	-0.294818	0.28555	2.02203	1.28569	2.38797	0.742047	1.67589	1.06207	-0.467919	1.30966	1.01372
1.28069	1.84108	1.28058	1.84076	0.506646	1.69413	0.827206	-0.638153	1.01657	1.42051	1.28651	-0.29171	0.288475	2.0299	1.28223	2.40471	0.744463	1.67195	1.0614	-0.461962	1.31113	1.01994
1.27804	1.83419	1.27793	1.83387	0.509092	1.69424	0.826298	-0.619408	1.01863	1.4217	1.28609	-0.287986	0.29141	2.03606	1.27875	2.42063	0.746873	1.66753	1.06074	-0.455249	1.31261	1.0252
1.27539	1.82737	1.27528	1.82711	0.511537	1.69338	0.825418	-0.599864	1.02068	1.42218	1.28567	-0.283686	0.294353	2.04054	1.27524	2.43568	0.749277	1.66264	1.06008	-0.447681	1.31409	1.02963
1.27276	1.82075	1.27265	1.82049	0.513981	1.69158	0.824566	-0.579452	1.02273	1.42197	1.28527	-0.278675	0.297301	2.04343	1.27171	2.4499	0.751673	1.65732	1.05944	-0.439285	1.31558	1.03323
1.27014	1.81432	1.27003	1.81406	0.516421	1.68878	0.823745	-0.558256	1.02478	1.42103	1.28487	-0.273049	0.300252	2.04477	1.26817	2.4634	0.754061	1.65152	1.05882	-0.430109	1.31707	1.03589
1.26752	1.80813	1.26741	1.80786	0.518543	1.68563	0.822955	-0.536298	1.02683	1.41945	1.28448	-0.266776	0.303203	2.0446	1.2646	2.47605	0.756441	1.64527	1.0582	-0.420181	1.31857	1.03768
1.26492	1.8022	1.26481	1.80197	0.520349	1.68236	0.822197	-0.513551	1.02888	1.41716	1.2841	-0.259798	0.306154	2.04297	1.26102	2.488	0.758811	1.63856	1.0576	-0.40948	1.32007	1.03864
1.26232	1.79664	1.26221	1.79643	0.521839	1.67933	0.821472	-0.490029	1.03092	1.4142	1.28373	-0.252212	0.309101	2.03989	1.25742	2.49931	0.761171	1.63136	1.05702	-0.397965	1.32157	1.03871
1.25973	1.7916	1.25962	1.79135	0.523015	1.67672	0.820782	-0.465763	1.03296	1.41061	1.28337	-0.243927	0.312043	2.03535	1.25381	2.50992	0.76352	1.62369	1.05645	-0.385702	1.32307	1.03791
1.25715	1.78708	1.25704	1.78691	0.523879	1.67455	0.820128	-0.440743	1.035	1.40637	1.28303	-0.234972	0.314977	2.02945	1.25017	2.51994	0.765858	1.61554	1.05591	-0.372674	1.32456	1.03623
1.25457	1.78339	1.25447	1.78329	0.524431	1.67314	0.81951	-0.415018	1.03702	1.40147	1.28269	-0.22534	0.317901	2.02218	1.24653	2.52935	0.768184	1.60691	1.05538	-0.358924	1.32606	1.03368
1.252	1.78084	1.25189	1.78075	0.525225	1.67114	0.81893	-0.388544	1.03904	1.39593	1.28238	-0.215011	0.320814	2.0136	1.24287	2.53821	0.770497	1.5978	1.05487	-0.344388	1.32755	1.03026
1.24943	1.77977	1.24932	1.77977	0.526085	1.66873	0.818388	-0.361377	1.04105	1.38976	1.28207	-0.20402	0.323714	2.00371	1.2392	2.54656	0.772796	1.58815	1.05438	-0.329085	1.32903	1.02605
1.24686	1.78086	1.24676	1.78096	0.527254	1.66523	0.817886	-0.333484	1.04305	1.38298	1.28179	-0.192366	0.326598	1.99246	1.23552	2.55439	0.775081	1.57807	1.05392	-0.313054	1.33051	1.02094
1.24429	1.78507	1.24418	1.7853	0.528729	1.66064	0.817425	-0.30487	1.04505	1.37557	1.28152	-0.179972	0.329466	1.98003	1.23183	2.56178	0.777352	1.5675	1.05348	-0.296299	1.33198	1.01497
1.24171	1.79402	1.2416	1.79458	0.530506	1.65461	0.817006	-0.275621	1.04703	1.3675	1.28127	-0.166901	0.332314	1.9663	1.22813	2.56873	0.779606	1.55641	1.05306	-0.27883	1.33344	1.00815
1.23911	1.81045	1.239	1.81138	0.532583	1.64692	0.81663	-0.245687	1.04899	1.35882	1.28104	-0.153138	0.335142	1.95139	1.22441	2.57529	0.781845	1.54484	1.05267	-0.260665	1.33489	1.00051
1.23648	1.83856	1.23637	1.84008	0.534953	1.63736	0.816297	-0.215116	1.05095	1.34959	1.28082	-0.138648	0.337947	1.93532	1.22069	2.58147	0.784066	1.53275	1.05231	-0.241767	1.33633	0.992056
1.23381	1.88503	1.23369	1.88751	0.537309	1.62699	0.816009	-0.183857	1.05289	1.3397	1.28064	-0.123512	0.340729	1.91806	1.21696	2.58722	0.786269	1.52023	1.05198	-0.222133	1.33775	0.982759
1.23104	1.9587	1.23092	1.96252	0.53965	1.61583	0.815766	-0.151954	1.05482	1.32921	1.28047	-0.107669	0.343484	1.89965	1.21322	2.59265	0.788454	1.5072	1.05167	-0.201836	1.33916	0.972661
1.22815	2.06592	1.22803	2.07117	0.541974	1.60391	0.81557	-0.119497	1.05673	1.31813	1.28032	-0.0911444	0.346212	1.88019	1.20948	2.5978	0.79062	1.49366	1.05139	-0.180871	1.34056	0.961767
1.22508	2.20073	1.22495	2.20672	0.54428	1.59118	0.815421	-0.0864414	1.05862	1.30645	1.28021	-0.0739147	0.348912	1.8597	1.20572	2.60261	0.792766	1.47969	1.05115	-0.159229	1.34194	0.950086
1.2218	2.34034	1.22166	2.34592	0.546567	1.57767	0.815321	-0.0527775	1.0605	1.29422	1.28011	-0.0560081	0.351581	1.83813	1.20196	2.60709	0.794892	1.46522	1.05093	-0.136893	1.3433	0.937637
1.21832	2.45896	1.21817	2.46325	0.548834	1.56349	0.815269	-0.0186283	1.06236	1.2814	1.28004	-0.0374067	0.354218	1.81563	1.1982	2.61137	0.796996	1.45028	1.05075	-0.113972	1.34465	0.924457
1.2147	2.54545	1.21454	2.54843	0.55108	1.54856	0.815267	0.0160734	1.0642	1.26799	1.28	-0.0181484	0.356822	1.79219	1.19443	2.61539	0.799078	1.43491	1.05061	-0.0903972	1.34597	0.910548
1.21098	2.60352	1.21082	2.60548	0.553305	1.53289	0.815315	0.0512941	1.06602	1.25406	1.27999	0.00176491	0.359392	1.7679	1.19065	2.61911	0.801138	1.41909	1.05049	-0.0661718	1.34728	0.895915
1.20718	2.64159	1.20702	2.64283	0.555506	1.51652	0.815415	0.0869456	1.06782	1.2396	1.28001	0.0223287	0.361926	1.74284	1.18687	2.62258	0.803175	1.40285	1.05041	-0.0413783	1.34856	0.880638
1.20335	2.66674	1.20319	2.66757	0.557682	1.49951	0.815566	0.123019	1.0696	1.22461	1.28006	0.0435345	0.364423	1.71701	1.18308	2.62587	0.805188	1.38618	1.05037	-0.0159612	1.34982	0.864732
1.19949	2.68372	1.19932	2.68432	0.559834	1.48192	0.81577	0.159497	1.07135	1.20912	1.28013	0.0653651	0.366882	1.69054	1.17929	2.62894	0.807176	1.3691	1.05037	0.00997052	1.35105	0.848155
1.1956	2.6955	1.19544	2.6959	0.56196	1.46365	0.815991	0.191607	1.07309	1.19309	1.28024	0.0877859	0.369303	1.66343	1.17549	2.63177	0.808889	1.35399	1.0504	0.036419	1.35227	0.831041
1.1917	2.70382	1.19154	2.70414	0.564059	1.44477	0.816211	0.219189	1.0748	1.17663	1.28039	0.110801	0.371684	1.63581	1.17169	2.63444	0.810334	1.34082	1.05047	0.0634615	1.35345	0.813365
1.1878	2.70983	1.18763	2.71007	0.566131	1.4254	0.816415	0.242034	1.07648	1.15974	1.28056	0.13442	0.374025	1.60776	1.16788	2.63692	0.811518	1.32975	1.05058	0.0909597	1.35461	0.795224
1.18388	2.71423	1.18372	2.71438	0.568174	1.40547	0.816591	0.260317	1.07814	1.14238	1.28078	0.158587	0.376325	1.57934	1.16408	2.63917	0.812447	1.32095	1.05074	0.11893	1.35575	0.776595
1.17996	2.71748	1.1798	2.71758	0.570188	1.38499	0.816729	0.273621	1.07978	1.12465	1.28102	0.183263	0.378584	1.5507	1.16027	2.64126	0.813126	1.3145	1.05093	0.14733	1.35686	0.757574
1.17604	2.71988	1.17587	2.71994	0.572172	1.36409	0.816821	0.282138	1.08139	1.10654	1.2813	0.208445	0.380802	1.52188	1.15645	2.64323	0.813559	1.31036	1.05116	0.176153	1.35794	0.738209
1.17211	2.72159	1.17194	2.72168	0.574126	1.34277	0.816958	0.294655	1.08297	1.08805	1.28162	0.234053	0.382978	1.493	1.15263	2.64498	0.814179	1.30423	1.05144	0.205381	1.35899	0.718448
1.16818	2.72281	1.16802	2.72287	0.576049	1.32104	0.817113	0.308164	1.08453	1.0693	1.28198	0.260146	0.385112	1.4641	1.14882	2.64657	0.81485	1.29756	1.05175	0.234905	1.36001	0.698482
1.16425	2.72372	1.16408	2.72373	0.57794	1.29898	0.817335	0.326574	1.08606	1.05026	1.28237	0.286699	0.387204	1.43537	1.14499	2.648	0.815756	1.2885	1.05211	0.264731	1.361	0.678325
1.16032	2.72429	1.16015	2.72427	0.579798	1.27659	0.817635	0.349899	1.08756	1.03093	1.28281	0.313583	0.389255	1.40686	1.14117	2.64924	0.816894	1.27692	1.05252	0.294865	1.36197	0.658006
1.15639	2.72455	1.15622	2.72455	0.581625	1.25397	0.818026	0.378119	1.08904	1.01146	1.28328	0.340766	0.391265	1.37862	1.13735	2.65033	0.818255	1.26282	1.05297	0.325251	1.3629	0.637583
1.15245	2.72463	1.15229	2.72466	0.583418	1.23113	0.818522	0.411387	1.09048	0.991777	1.28379	0.368323	0.393235	1.35084	1.13352	2.65127	0.819833	1.24606	1.05346	0.355847	1.36381	0.617098
1.14852	2.72457	1.14835	2.72458	0.585179	1.20806	0.819143	0.449582	1.0919	0.971974	1.28434	0.39612	0.395165	1.32355	1.12969	2.65205	0.821618	1.22665	1.05399	0.38657	1.36469	0.596636
1.14459	2.72438	1.14442	2.72437	0.586906	1.18488	0.81982	0.487796	1.09329	0.952145	1.28493	0.4241	0.397056	1.29683	1.12587	2.65265	0.823374	1.20709	1.05457	0.417401	1.36553	0.576221
1.14066	2.724	1.14049	2.724	0.588599	1.16168	0.820552	0.525983	1.09465	0.932187	1.28557	0.452301	0.398909	1.2708	1.12204	2.65313	0.825102	1.18743	1.0552	0.448302	1.36635	0.555972
1.13672	2.72354	1.13656	2.7235	0.590259	1.13844	0.821338	0.564083	1.09598	0.912268	1.28624	0.480653	0.400724	1.24559	1.11821	2.65342	0.826802	1.1676	1.05587	0.479269	1.36714	0.535907
1.13279	2.72299	1.13263	2.72293	0.591886	1.11521	0.82218	0.602065	1.09728	0.892423	1.28695	0.509084	0.402504	1.22116	1.11438	2.65349	0.828473	1.14768	1.05658	0.510222	1.3679	0.516066
1.12886	2.72232	1.1287	2.7223	0.593478	1.09205	0.823076	0.639844	1.09856	0.872657	1.28771	0.537529	0.40425	1.19759	1.11055	2.65341	0.830115	1.1278	1.05734	0.541071	1.36863	0.496526
1.12494	2.72157	1.12477	2.72156	0.595038	1.06902	0.824027	0.677373	1.0998	0.853046	1.28851	0.566	0.405961	1.17507	1.10672	2.65318	0.831729	1.1079	1.05814	0.571863	1.36933	0.477294
1.12101	2.72073	1.12084	2.72074	0.596564	1.04618	0.825032	0.714594	1.10102	0.833599	1.28934	0.594451	0.407642	1.15352	1.10289	2.65271	0.833313	1.08806	1.05888	0.598628	1.37	0.458458
1.11708	2.71986	1.11692	2.71982	0.598058	1.02356	0.82609	0.751479	1.10221	0.814407	1.29022	0.622788	0.409291	1.13301	1.09906	2.65208	0.834869	1.06833	1.05953	0.62126	1.37065	0.44005
1.11316	2.71892	1.11299	2.71887	0.599519	1.00119	0.827201	0.787976	1.10337	0.795507	1.29114	0.650971	0.410912	1.11363	1.09523	2.65125	0.836397	1.04876	1.06009	0.639903	1.37127	0.422131
1.10923	2.71792	1.10907	2.71784	0.600948	0.979125	0.828365	0.824022	1.10436	0.779312	1.2921	0.678994	0.412506	1.09541	1.09141	2.65017	0.837897	1.02938	1.06055	0.654639	1.37187	0.404749
1.10531	2.7168	1.10514	2.71673	0.602346	0.957473	0.82958	0.859586	1.10519	0.76568	1.2931	0.706767	0.414075	1.07835	1.08758	2.64889	0.839369	1.0102	1.06089	0.665317	1.37244	0.387931
1.10139	2.71565	1.10122	2.71562	0.603712	0.936247	0.830846	0.894544	1.10586	0.754629	1.29414	0.734261	0.415619	1.06246	1.08376	2.64736	0.840813	0.991313	1.06111	0.672176	1.37299	0.371651
1.09747	2.71445	1.09731	2.71442	0.605048	0.915417	0.832162	0.928942	1.10639	0.745951	1.29522	0.761491	0.417142	1.04774	1.07994	2.64555	0.84223	0.972786	1.06143	0.682087	1.37352	0.356011
1.09355	2.71316	1.09339	2.71312	0.606355	0.895114	0.833528	0.962693	1.10677	0.739738	1.29634	0.788338	0.418644	1.03427	1.07612	2.64347	0.843621	0.95466	1.06178	0.692732	1.37402	0.341065
1.08964	2.71181	1.08947	2.71177	0.607632	0.875332	0.834941	0.995719	1.10701	0.735777	1.2975	0.814787	0.420127	1.02204	1.07231	2.64113	0.844986	0.936918	1.06227	0.707127	1.3745	0.326772
1.08573	2.71044	1.08556	2.71038	0.608882	0.856138	0.836402	1.02809	1.10736	0.729991	1.29869	0.840805	0.421594	1.01098	1.0685	2.63842	0.846326	0.919698	1.06291	0.725264	1.37496	0.313202
1.08181	2.70902	1.08165	2.70893	0.610104	0.837533	0.837909	1.05969	1.10774	0.723858	1.29992	0.866327	0.423046	1.00113	1.06469	2.63536	0.847641	0.902994	1.0637	0.746981	1.3754	0.300344
1.0779	2.70749	1.07774	2.70742	0.611299	0.819551	0.839461	1.09047	1.10824	0.715653	1.30119	0.89137	0.424484	0.992467	1.06089	2.63202	0.848933	0.886842	1.06465	0.772175	1.37583	0.28825
1.074	2.7059	1.07383	2.70585	0.61247	0.802284	0.841057	1.12044	1.10887	0.705435	1.3025	0.915893	0.425911	0.984951	1.05709	2.6282	0.850201	0.871295	1.06579	0.800751	1.37624	0.27688
1.07009	2.70426	1.06993	2.70419	0.613615	0.785667	0.842695	1.14952	1.10962	0.693372	1.30384	0.939819	0.427327	0.978592	1.0533	2.62393	0.851448	0.856417	1.06697	0.828809	1.37663	0.266299
1.06619	2.70258	1.06603	2.70248	0.614738	0.769741	0.844375	1.17772	1.11048	0.679631	1.30521	0.963135	0.428736	0.973399	1.04952	2.61926	0.852674	0.842277	1.06818	0.856351	1.37701	0.256488
1.06229	2.70083	1.06213	2.70074	0.615838	0.754564	0.846095	1.20504	1.11145	0.664399	1.30662	0.985815	0.430137	0.969301	1.04574	2.61402	0.853879	0.828871	1.06944	0.883379	1.37737	0.247487
1.0584	2.69902	1.05823	2.69894	0.616916	0.740164	0.847854	1.23141	1.1124	0.649861	1.30806	1.00789	0.431534	0.966263	1.04197	2.60817	0.855066	0.816235	1.07073	0.90982	1.37772	0.239299
1.0545	2.69709	1.05434	2.69703	0.617974	0.726482	0.84965	1.25678	1.11333	0.636	1.30953	1.02932	0.432927	0.964305	1.03821	2.60173	0.856236	0.804388	1.07206	0.935675	1.37806	0.231858
1.05061	2.69513	1.05045	2.69503	0.619013	0.713598	0.851482	1.28123	1.11424	0.622845	1.31083	1.04744	0.434318	0.963325	1.03446	2.59464	0.857388	0.793447	1.07343	0.96087	1.37839	0.225253
1.04672	2.69312	1.04656	2.69302	0.620034	0.701554	0.853349	1.30469	1.11513	0.61048	1.31196	1.06249	0.435708	0.963349	1.03072	2.58676	0.858526	0.783472	1.07484	0.985406	1.37871	0.21944
1.04283	2.691	1.04267	2.6909	0.621038	0.690221	0.855248	1.32708	1.116	0.598842	1.31291	1.07459	0.437098	0.964349	1.02699	2.57803	0.85965	0.774383	1.07628	1.00925	1.37902	0.214407
1.03895	2.6888	1.03879	2.68872	0.622027	0.679721	0.85718	1.34849	1.11686	0.587969	1.31367	1.08407	0.438491	0.966277	1.02328	2.56842	0.860762	0.76625	1.07775	1.03237	1.37933	0.2102
1.03507	2.68654	1.03491	2.68648	0.623001	0.67004	0.859141	1.36894	1.1177	0.577991	1.31423	1.09078	0.439888	0.969109	1.01958	2.55783	0.861862	0.759107	1.07926	1.05481	1.37959	0.207202
1.0312	2.68421	1.03103	2.68411	0.623961	0.661171	0.861131	1.38828	1.11853	0.568864	1.31459	1.09501	0.441289	0.972759	1.0159	2.5461	0.862953	0.753045	1.0808	1.07647	1.37981	0.205034
1.02732	2.68175	1.02716	2.68165	0.624909	0.653074	0.863149	1.4066	1.11934	0.560566	1.31511	1.10116	0.442696	0.977257	1.01223	2.53311	0.864036	0.748037	1.08236	1.09733	1.37999	0.203608
1.02346	2.67925	1.02329	2.67915	0.625846	0.645803	0.865192	1.42392	1.12014	0.55312	1.31568	1.10773	0.44411	0.982619	1.00858	2.51885	0.865112	0.744105	1.08396	1.11739	1.38014	0.202726
1.01959	2.67666	1.01943	2.67657	0.626773	0.639348	0.867259	1.44016	1.12094	0.546614	1.31646	1.11653	0.445533	0.988742	1.00496	2.50315	0.866184	0.741369	1.08559	1.13673	1.38024	0.2022
1.01573	2.67398	1.01557	2.67382	0.627692	0.633667	0.869349	1.45535	1.12172	0.541054	1.31745	1.12728	0.446964	0.995576	1.00136	2.48582	0.867253	0.739709	1.08725	1.15522	1.38031	0.201885
1.01187	2.67117	1.01171	2.67103	0.628603	0.628812	0.87146	1.4695	1.1225	0.53637	1.31867	1.13997	0.448407	1.0032	0.997783	2.46675	0.868319	0.739245	1.08893	1.17285	1.3804	0.201528
1.00802	2.66827	1.00785	2.66816	0.629507	0.6247	0.873591	1.48262	1.12327	0.5326	1.32011	1.15434	0.44986	1.01152	0.994237	2.44583	0.869387	0.740001	1.09063	1.18973	1.38051	0.201242
1.00417	2.66526	1.00401	2.66514	0.630406	0.621399	0.87574	1.49471	1.12404	0.529799	1.32179	1.17011	0.451327	1.02052	0.990723	2.42289	0.870456	0.741955	1.09236	1.20574	1.38065	0.20096
