Sym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3		Asym4	
1.2545	2.4812	1.25188	2.48098	0.524419	9.33979	0.864871	15.0696	1.24029	21.6208	0.283872	5.73836	1.25789	2.6105	0.858664	15.1954	1.08602	19.0582
1.25076	2.48089	1.24814	2.48067	0.526472	9.20066	0.864894	14.7003	1.24059	21.0952	0.286986	5.63684	1.25453	2.61136	0.8603	14.8452	1.08625	18.5914
1.24703	2.48058	1.24441	2.48036	0.528171	9.08951	0.864925	14.3488	1.24089	20.5948	0.290125	5.54139	1.25121	2.61229	0.861954	14.5123	1.08649	18.1472
1.24329	2.48027	1.24068	2.48007	0.529515	9.004	0.864965	14.0139	1.24118	20.1177	0.293286	5.45148	1.24793	2.61331	0.863624	14.1954	1.08675	17.7242
1.23957	2.47998	1.23696	2.47978	0.530503	8.94242	0.865015	13.6945	1.24147	19.6624	0.296467	5.36663	1.24468	2.61441	0.86531	13.8935	1.08702	17.3208
1.23584	2.47969	1.23324	2.4795	0.531135	8.90357	0.865075	13.3895	1.24175	19.2274	0.299667	5.28644	1.24147	2.61559	0.86701	13.6055	1.0873	16.9358
1.23213	2.47941	1.22953	2.47922	0.532045	8.84848	0.865145	13.098	1.24203	18.8113	0.302884	5.21051	1.23829	2.61687	0.868723	13.3304	1.08759	16.5678
1.22841	2.47914	1.22582	2.47896	0.533034	8.78956	0.865227	12.8191	1.24231	18.413	0.306116	5.13851	1.23516	2.61823	0.870449	13.0675	1.08789	16.2159
1.22471	2.47888	1.22211	2.47871	0.534379	8.71104	0.86532	12.552	1.24259	18.0313	0.30936	5.07013	1.23206	2.61968	0.872185	12.8159	1.08821	15.8791
1.22101	2.47863	1.21842	2.47846	0.53608	8.61426	0.865426	12.2961	1.24286	17.6653	0.312617	5.0051	1.22901	2.62123	0.873933	12.5748	1.08855	15.5563
1.21731	2.47839	1.21472	2.47823	0.538137	8.50085	0.865544	12.0507	1.24312	17.3138	0.315883	4.94317	1.22599	2.62286	0.875689	12.3438	1.0889	15.2468
1.21362	2.47816	1.21104	2.478	0.54055	8.37261	0.865676	11.8151	1.24339	16.9762	0.319158	4.8841	1.22301	2.62459	0.877454	12.122	1.08926	14.9497
1.20993	2.47794	1.20736	2.47779	0.543319	8.23147	0.865823	11.5888	1.24364	16.6516	0.322441	4.8277	1.22006	2.62641	0.879226	11.909	1.08964	14.6644
1.20626	2.47773	1.20368	2.47759	0.546086	8.09635	0.865983	11.3712	1.24389	16.3392	0.325729	4.77376	1.21715	2.62831	0.881004	11.7043	1.09003	14.3902
1.20258	2.47753	1.20001	2.4774	0.548852	7.96686	0.86616	11.162	1.24414	16.0384	0.329021	4.72212	1.21428	2.63031	0.882788	11.5073	1.09045	14.1265
1.19892	2.47734	1.19635	2.47722	0.551615	7.84266	0.866352	10.9606	1.24439	15.7485	0.332317	4.67263	1.21144	2.63239	0.884577	11.3177	1.09087	13.8726
1.19526	2.47717	1.1927	2.47705	0.554375	7.72341	0.86656	10.7666	1.24462	15.4689	0.335614	4.62513	1.20863	2.63455	0.886369	11.135	1.09132	13.6282
1.1916	2.47701	1.18905	2.4769	0.557132	7.60882	0.866786	10.5797	1.24486	15.1992	0.338912	4.57948	1.20586	2.63679	0.888163	10.9588	1.09179	13.3926
1.18796	2.47686	1.1854	2.47676	0.559885	7.4986	0.86703	10.3995	1.24509	14.9387	0.34221	4.53558	1.20311	2.63912	0.88996	10.7888	1.09227	13.1654
1.18432	2.47672	1.18177	2.47664	0.562634	7.39251	0.867292	10.2256	1.24531	14.6871	0.345505	4.4933	1.20039	2.64152	0.891758	10.6247	1.09277	12.9462
1.18068	2.4766	1.17814	2.47652	0.565377	7.29029	0.867572	10.0577	1.24553	14.4438	0.348798	4.45255	1.1977	2.644	0.893555	10.4662	1.09329	12.7347
1.17706	2.47649	1.17452	2.47643	0.568115	7.19175	0.867873	9.89564	1.24575	14.2085	0.352087	4.41321	1.19504	2.64655	0.895352	10.3129	1.09384	12.5303
1.17344	2.4764	1.17091	2.47635	0.570847	7.09666	0.868152	9.75886	1.24596	13.9807	0.35537	4.37522	1.1924	2.64917	0.897147	10.1645	1.0944	12.3329
1.16983	2.47633	1.1673	2.47628	0.573572	7.00484	0.868401	9.64541	1.24617	13.7602	0.358648	4.33847	1.18978	2.65187	0.89894	10.021	1.09499	12.142
1.16623	2.47627	1.16371	2.47623	0.576289	6.91611	0.868617	9.55372	1.24638	13.5466	0.361918	4.3029	1.18719	2.65463	0.90073	9.88194	1.09559	11.9573
1.16263	2.47622	1.16012	2.4762	0.578999	6.83032	0.868793	9.48254	1.24658	13.3395	0.365179	4.26842	1.18462	2.65746	0.902286	9.76427	1.09622	11.7786
1.15905	2.4762	1.15654	2.47619	0.5817	6.7473	0.868926	9.43093	1.24677	13.1387	0.368431	4.23499	1.18207	2.66035	0.90361	9.66644	1.09687	11.6056
1.15547	2.47619	1.15297	2.47619	0.584392	6.66691	0.869013	9.39822	1.24697	12.9438	0.371673	4.20253	1.17954	2.66331	0.904703	9.58719	1.09755	11.4381
1.1519	2.4762	1.1494	2.47622	0.587075	6.58901	0.869139	9.35162	1.24716	12.7547	0.374904	4.17098	1.17703	2.66634	0.905565	9.52556	1.09825	11.2758
1.14834	2.47623	1.14585	2.47626	0.589747	6.51349	0.869279	9.30154	1.24735	12.5711	0.378121	4.1403	1.17454	2.66942	0.906199	9.48081	1.09897	11.1184
1.14479	2.47628	1.1423	2.47632	0.592409	6.44022	0.869474	9.23435	1.24753	12.3927	0.381326	4.11042	1.17207	2.67257	0.906603	9.45242	1.09972	10.9659
1.14125	2.47635	1.13877	2.47641	0.59506	6.3691	0.869729	9.15089	1.24772	12.2193	0.384516	4.08131	1.16962	2.67578	0.907185	9.41195	1.10049	10.8179
1.13771	2.47644	1.13524	2.47651	0.597698	6.30001	0.870049	9.05214	1.2479	12.0507	0.387691	4.05292	1.16718	2.67905	0.907816	9.36839	1.10129	10.6743
1.13419	2.47655	1.13173	2.47664	0.600325	6.23287	0.870442	8.93924	1.24808	11.8868	0.390849	4.0252	1.16476	2.68238	0.908673	9.30988	1.10212	10.5349
1.13068	2.47668	1.12822	2.47679	0.602938	6.16758	0.870915	8.81345	1.24826	11.7273	0.393991	3.99812	1.16235	2.68576	0.909754	9.23704	1.10297	10.3996
1.12717	2.47684	1.12472	2.47696	0.605538	6.10405	0.871413	8.69154	1.24843	11.572	0.397114	3.97164	1.15996	2.6892	0.911057	9.15066	1.10385	10.2682
1.12368	2.47702	1.12124	2.47716	0.608124	6.04221	0.871937	8.57334	1.24861	11.4208	0.400218	3.94573	1.15758	2.69271	0.912581	9.05161	1.10476	10.1405
1.1202	2.47722	1.11776	2.47738	0.610696	5.98197	0.872488	8.45871	1.24878	11.2736	0.403303	3.92035	1.15522	2.69627	0.914321	8.94086	1.10557	10.0321
1.11672	2.47745	1.1143	2.47763	0.613252	5.92327	0.873065	8.3475	1.24895	11.1301	0.406367	3.89548	1.15287	2.69988	0.916051	8.83311	1.10629	9.94182
1.11326	2.4777	1.11084	2.4779	0.615793	5.86603	0.87367	8.23958	1.24913	10.9903	0.409409	3.87108	1.15054	2.70355	0.917771	8.72822	1.10688	9.86858
1.10981	2.47798	1.1074	2.4782	0.618318	5.81019	0.874303	8.13481	1.2493	10.854	0.412429	3.84713	1.14822	2.70728	0.91948	8.62606	1.10737	9.81155
1.10637	2.47829	1.10397	2.47852	0.620826	5.75569	0.874965	8.03309	1.24947	10.721	0.415426	3.82361	1.14591	2.71107	0.921178	8.52654	1.10772	9.7701
1.10294	2.47862	1.10055	2.47888	0.623317	5.70248	0.875656	7.93429	1.24964	10.5913	0.418399	3.80049	1.14362	2.71491	0.922865	8.42953	1.10796	9.74379
1.09952	2.47899	1.09714	2.47926	0.62579	5.65049	0.876377	7.83831	1.24982	10.4648	0.421348	3.77774	1.14133	2.71881	0.924538	8.33493	1.10829	9.70625
1.09612	2.47938	1.09374	2.47967	0.628245	5.59968	0.877129	7.74504	1.24999	10.3413	0.424272	3.75536	1.13906	2.72276	0.926199	8.24265	1.10866	9.66584
1.09273	2.4798	1.09035	2.48011	0.630682	5.55	0.877911	7.6544	1.25014	10.236	0.42717	3.73331	1.13681	2.72677	0.927847	8.15259	1.10917	9.61151
1.08934	2.48025	1.08698	2.48058	0.6331	5.5014	0.878724	7.56627	1.25027	10.148	0.430042	3.71159	1.13456	2.73084	0.929481	8.06466	1.10982	9.54382
1.08597	2.48073	1.08362	2.48108	0.635498	5.45383	0.87957	7.48058	1.25038	10.0763	0.432886	3.69017	1.13232	2.73496	0.931101	7.9788	1.11062	9.46346
1.08262	2.48124	1.08027	2.48162	0.637876	5.40726	0.880447	7.39724	1.25047	10.0204	0.435704	3.66904	1.1301	2.73914	0.932706	7.8949	1.11158	9.37122
1.07927	2.48178	1.07694	2.48218	0.640234	5.36165	0.881357	7.31616	1.25053	9.97972	0.438493	3.64819	1.12789	2.74338	0.934296	7.81291	1.11271	9.26798
1.07594	2.48236	1.07361	2.48278	0.642572	5.31696	0.882301	7.23728	1.25057	9.95384	0.441255	3.6276	1.12569	2.74767	0.935871	7.73274	1.11387	9.16745
1.07262	2.48297	1.0703	2.48341	0.644888	5.27314	0.883278	7.16052	1.25063	9.91688	0.443987	3.60727	1.1235	2.75202	0.937431	7.65434	1.11507	9.06952
1.06931	2.48361	1.067	2.48408	0.647183	5.23018	0.884289	7.0858	1.2507	9.87702	0.446691	3.58717	1.12132	2.75643	0.938974	7.57764	1.11629	8.97411
1.06602	2.48429	1.06372	2.48478	0.649457	5.18804	0.885334	7.01306	1.25079	9.82333	0.449366	3.5673	1.11915	2.76089	0.940502	7.50258	1.11754	8.88114
1.06274	2.485	1.06045	2.48552	0.651708	5.14668	0.886413	6.94224	1.2509	9.75627	0.452012	3.54765	1.11699	2.76542	0.942014	7.42911	1.11883	8.79051
1.05947	2.48575	1.05719	2.48629	0.653938	5.10609	0.887528	6.87327	1.25103	9.67642	0.454629	3.52822	1.11484	2.77	0.94351	7.35716	1.12014	8.70216
1.05621	2.48653	1.05394	2.4871	0.656145	5.06622	0.888677	6.80609	1.2512	9.58443	0.457216	3.50899	1.11271	2.77463	0.94499	7.28668	1.12149	8.61601
1.05297	2.48735	1.05071	2.48795	0.658329	5.02706	0.889862	6.74065	1.25139	9.48105	0.459773	3.48996	1.11058	2.77933	0.946453	7.21764	1.12287	8.53198
1.04974	2.48821	1.04749	2.48883	0.66049	4.98859	0.891082	6.67689	1.25158	9.37993	0.462302	3.47112	1.10846	2.78408	0.9479	7.14997	1.12427	8.45
1.04653	2.4891	1.04428	2.48975	0.662629	4.95077	0.892337	6.61476	1.25177	9.281	0.464801	3.45247	1.10635	2.7889	0.949331	7.08364	1.12571	8.37001
1.04332	2.49003	1.04109	2.49071	0.664744	4.91358	0.893629	6.5542	1.25197	9.18419	0.467272	3.43401	1.10425	2.79377	0.950746	7.01861	1.12718	8.29194
1.04014	2.491	1.03791	2.4917	0.666837	4.87702	0.894956	6.49518	1.25218	9.08944	0.469714	3.41572	1.10216	2.7987	0.952145	6.95483	1.12868	8.21574
1.03696	2.49201	1.03474	2.49274	0.668906	4.84104	0.896318	6.43763	1.25238	8.99669	0.472127	3.39761	1.10008	2.80369	0.953528	6.89227	1.13021	8.14134
1.0338	2.49306	1.03159	2.49381	0.670952	4.80565	0.897717	6.38152	1.2526	8.90586	0.474513	3.37968	1.09801	2.80875	0.954895	6.83088	1.13177	8.06868
1.03065	2.49414	1.02845	2.49493	0.672974	4.77082	0.899151	6.3268	1.25281	8.81692	0.476872	3.36192	1.09594	2.81386	0.956247	6.77064	1.13336	7.99771
1.02751	2.49527	1.02532	2.49608	0.674974	4.73653	0.900621	6.27343	1.25303	8.7298	0.479204	3.34432	1.09389	2.81903	0.957583	6.71152	1.13498	7.92838
1.02439	2.49643	1.02221	2.49727	0.67695	4.70276	0.902127	6.22137	1.25326	8.64445	0.481509	3.3269	1.09184	2.82426	0.958905	6.65347	1.13663	7.86064
1.02128	2.49764	1.01911	2.49851	0.678903	4.66951	0.903668	6.17057	1.25349	8.56082	0.483789	3.30965	1.08981	2.82956	0.960212	6.59648	1.1383	7.79443
1.01818	2.49889	1.01602	2.49978	0.680834	4.63676	0.905244	6.12101	1.25373	8.47886	0.486044	3.29257	1.08778	2.83492	0.961505	6.54051	1.14001	7.72971
1.0151	2.50017	1.01294	2.5011	0.682742	4.60449	0.906855	6.07263	1.25397	8.39853	0.488276	3.27565	1.08576	2.84033	0.962784	6.48553	1.14174	7.66644
1.01202	2.5015	1.00988	2.50245	0.684627	4.57269	0.908501	6.02542	1.25422	8.31977	0.490483	3.25891	1.08375	2.84582	0.96405	6.43152	1.1435	7.60456
1.00896	2.50287	1.00683	2.50385	0.68649	4.54135	0.910181	5.97932	1.25448	8.24256	0.492668	3.24233	1.08174	2.85136	0.965303	6.37846	1.14529	7.54404
1.00592	2.50427	1.00379	2.50529	0.688332	4.51047	0.911895	5.93431	1.25474	8.16683	0.494832	3.22592	1.07974	2.85697	0.966544	6.32632	1.14711	7.48483
1.00288	2.50572	1.00076	2.50676	0.690151	4.48002	0.913644	5.89036	1.25501	8.09257	0.496975	3.20969	1.07775	2.86263	0.967772	6.27508	1.14895	7.4269
0.99986	2.50721	0.997749	2.50828	0.69195	4.45	0.915425	5.84743	1.25529	8.01972	0.499098	3.19363	1.07577	2.86837	0.96899	6.22472	1.15081	7.3702
0.996849	2.50874	0.994746	2.50984	0.693727	4.4204	0.917239	5.8055	1.25558	7.94825	0.501202	3.17775	1.0738	2.87416	0.970196	6.17521	1.15271	7.3147
0.99385	2.51032	0.991755	2.51144	0.695484	4.39121	0.919086	5.76452	1.25587	7.87812	0.503288	3.16203	1.07183	2.88003	0.971392	6.12654	1.15462	7.26036
0.990863	2.51193	0.988776	2.51308	0.697221	4.36241	0.920964	5.72448	1.25617	7.8093	0.505357	3.1465	1.06987	2.88595	0.972579	6.07869	1.15656	7.20715
0.987886	2.51358	0.985807	2.51476	0.698938	4.33402	0.922874	5.68534	1.25648	7.74176	0.50741	3.13114	1.06792	2.89194	0.973757	6.03164	1.15853	7.15504
0.984921	2.51527	0.982849	2.51648	0.700636	4.30601	0.924815	5.64709	1.2568	7.67546	0.509448	3.11597	1.06597	2.898	0.974926	5.98537	1.16051	7.10398
0.981966	2.517	0.979901	2.51824	0.702315	4.27837	0.926785	5.60968	1.25713	7.61037	0.511472	3.10097	1.06403	2.90412	0.976088	5.93986	1.16252	7.05396
0.979021	2.51877	0.976964	2.52004	0.703976	4.25111	0.928786	5.5731	1.25746	7.54647	0.513483	3.08616	1.0621	2.9103	0.977242	5.89511	1.16456	7.00493
0.976087	2.52058	0.974036	2.52188	0.705619	4.22422	0.930815	5.53732	1.25781	7.48372	0.515483	3.07153	1.06017	2.91655	0.97839	5.85109	1.16661	6.95688
0.973162	2.52243	0.971118	2.52375	0.707245	4.19768	0.932873	5.50231	1.25816	7.4221	0.517471	3.05708	1.05825	2.92287	0.979533	5.80779	1.16868	6.90976
0.970246	2.52432	0.968208	2.52566	0.708855	4.1715	0.934959	5.46806	1.25853	7.36157	0.519449	3.04282	1.05633	2.92926	0.980671	5.7652	1.17077	6.86356
0.967339	2.52624	0.965307	2.52761	0.710448	4.14566	0.937071	5.43454	1.25891	7.30213	0.521418	3.02875	1.05442	2.93571	0.981804	5.7233	1.17288	6.81824
0.964441	2.5282	0.962415	2.5296	0.712027	4.12017	0.93921	5.40173	1.25929	7.24372	0.52338	3.01487	1.05251	2.94222	0.982934	5.68208	1.17501	6.77379
0.961551	2.5302	0.95953	2.53162	0.71359	4.09501	0.941374	5.3696	1.25969	7.18635	0.525334	3.00117	1.05061	2.94881	0.984062	5.64152	1.17716	6.73017
0.958668	2.53223	0.956652	2.53368	0.715139	4.07019	0.943563	5.33814	1.2601	7.12997	0.527282	2.98767	1.04871	2.95546	0.985187	5.60162	1.17933	6.68737
0.955792	2.5343	0.953781	2.53577	0.716675	4.0457	0.945776	5.30732	1.26052	7.07457	0.529225	2.97435	1.04682	2.96218	0.986312	5.56237	1.18151	6.64535
0.952923	2.5364	0.950916	2.53789	0.718197	4.02152	0.948012	5.27712	1.26095	7.02013	0.531164	2.96122	1.04493	2.96896	0.987435	5.52374	1.18371	6.60409
0.95006	2.53853	0.948057	2.54004	0.719708	3.99767	0.95027	5.24753	1.2614	6.96662	0.533099	2.94829	1.04305	2.97581	0.98856	5.48574	1.18592	6.56358
0.947202	2.54069	0.945203	2.54223	0.721206	3.97413	0.952551	5.21853	1.26185	6.91403	0.535032	2.93554	1.04117	2.98273	0.989685	5.44834	1.18815	6.5238
0.94435	2.54289	0.942353	2.54444	0.722694	3.95091	0.954852	5.1901	1.26232	6.86233	0.536963	2.92299	1.0393	2.98972	0.990812	5.41155	1.19039	6.48471
0.941501	2.54511	0.939506	2.54668	0.724171	3.92799	0.957173	5.16221	1.26281	6.81151	0.538893	2.91063	1.03742	2.99677	0.991943	5.37535	1.19264	6.44631
0.938655	2.54735	0.936663	2.54894	0.725639	3.90537	0.959514	5.13487	1.2633	6.76154	0.540824	2.89846	1.03555	3.0039	0.993076	5.33972	1.19491	6.40857
0.935813	2.54963	0.933822	2.55123	0.727097	3.88306	0.961873	5.10803	1.26381	6.71241	0.542755	2.88648	1.03368	3.01108	0.994214	5.30467	1.19719	6.37147
0.932972	2.55192	0.930982	2.55355	0.728547	3.86104	0.964249	5.0817	1.26434	6.66411	0.544687	2.87469	1.03182	3.01834	0.995357	5.27019	1.19948	6.335
0.930133	2.55424	0.928143	2.55588	0.729989	3.83931	0.966643	5.05586	1.26487	6.6166	0.546622	2.8631	1.02995	3.02566	0.996507	5.23625	1.20178	6.29913
0.927294	2.55658	0.925304	2.55823	0.731424	3.81788	0.969052	5.03048	1.26543	6.56989	0.54856	2.85169	1.02809	3.03305	0.997663	5.20287	1.20409	6.26386
0.924455	2.55893	0.922464	2.56059	0.732852	3.79673	0.971477	5.00557	1.26599	6.52394	0.550502	2.84047	1.02623	3.04051	0.998826	5.17002	1.20641	6.22916
0.921614	2.5613	0.919621	2.56297	0.734274	3.77586	0.973916	4.98109	1.26657	6.47875	0.552448	2.82944	1.02437	3.04803	0.999999	5.13771	1.20874	6.19502
0.91877	2.56368	0.916776	2.56536	0.735691	3.75527	0.976369	4.95704	1.26717	6.43431	0.554399	2.81859	1.02251	3.05562	1.00118	5.10591	1.21108	6.16143
0.915924	2.56608	0.913926	2.56776	0.737104	3.73496	0.978834	4.9334	1.26779	6.39059	0.556356	2.80794	1.02065	3.06328	1.00237	5.07463	1.21343	6.12836
0.913073	2.56848	0.911072	2.57016	0.738512	3.71493	0.981311	4.91017	1.26842	6.34758	0.558319	2.79747	1.01879	3.071	1.00357	5.04387	1.21578	6.0958
0.910216	2.57088	0.908211	2.57256	0.739916	3.69517	0.9838	4.88732	1.26906	6.30527	0.560289	2.78718	1.01693	3.07878	1.00479	5.0136	1.21814	6.06375
0.907354	2.57328	0.905343	2.57497	0.741318	3.67567	0.986298	4.86485	1.26973	6.26364	0.562267	2.77708	1.01507	3.08663	1.00602	4.98383	1.2205	6.03218
0.904483	2.57569	0.902466	2.57737	0.742717	3.65644	0.988807	4.84275	1.27041	6.22269	0.564252	2.76716	1.0132	3.09455	1.00726	4.95455	1.22287	6.00108
0.901604	2.57808	0.89958	2.57976	0.744114	3.63747	0.991323	4.82099	1.2711	6.1824	0.566246	2.75742	1.01134	3.10252	1.00851	4.92576	1.22525	5.97045
0.898715	2.58047	0.896684	2.58214	0.745511	3.61876	0.993848	4.79958	1.27182	6.14276	0.56825	2.74786	1.00947	3.11057	1.00978	4.89744	1.22763	5.94026
0.895815	2.58285	0.893775	2.58451	0.746906	3.60031	0.99638	4.7785	1.27255	6.10375	0.570263	2.73848	1.0076	3.11867	1.01107	4.86959	1.23001	5.9105
0.892902	2.58521	0.890853	2.58686	0.748301	3.58212	0.998919	4.75774	1.27331	6.06537	0.572286	2.72928	1.00572	3.12683	1.01237	4.84221	1.2324	5.88118
0.889977	2.58755	0.887918	2.58918	0.749697	3.56417	1.00146	4.73729	1.27408	6.0276	0.57432	2.72025	1.00384	3.13505	1.0137	4.81529	1.23478	5.85226
0.887037	2.58988	0.884967	2.59149	0.751094	3.54647	1.00401	4.71714	1.27487	5.99043	0.576365	2.7114	1.00196	3.14334	1.01504	4.78883	1.23717	5.82374
