Sym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3		Asym4	
0.344054	4.47285	0.344258	4.53513	1.27168	2.66395	1.35994	2.84253			1.22225	2.55621	0.634798	10.4366				
0.344353	4.56234	0.344594	4.62755	1.27535	2.66358	1.36205	2.83839			1.22543	2.55513	0.635163	10.6964				
0.344656	4.64375	0.344982	4.72434	1.27901	2.6632	1.36418	2.8343			1.22858	2.55401	0.635545	10.9695				
0.344947	4.71579	0.345424	4.82577	1.28267	2.66281	1.36632	2.83027			1.2317	2.55285	0.635941	11.2568				
0.345209	4.77728	0.345916	4.93211	1.28632	2.66241	1.36848	2.82628			1.2348	2.55164	0.63635	11.5594				
0.34543	4.82717	0.34646	5.04367	1.28997	2.66201	1.37065	2.82235			1.23788	2.5504	0.636772	11.8785				
0.3456	4.8646	0.347055	5.16076	1.29361	2.66159	1.37283	2.81846			1.24094	2.54912	0.637206	12.2155				
0.345763	4.89959	0.3477	5.28375	1.29724	2.66117	1.37503	2.81463			1.24398	2.54781	0.637649	12.5718				
0.345879	4.92426	0.348394	5.41303	1.30087	2.66073	1.37724	2.81085			1.247	2.54647	0.6381	12.9492				
0.346066	4.96335	0.349137	5.54902	1.30449	2.66029	1.37946	2.80713			1.25001	2.54511	0.63856	13.3496				
0.346331	5.0176	0.349928	5.69217	1.30811	2.65983	1.3817	2.80345			1.25301	2.54373	0.639025	13.7749				
0.346683	5.08806	0.350767	5.84301	1.31172	2.65936	1.38396	2.79983			1.25599	2.54234	0.639495	14.2277				
0.347135	5.17614	0.351653	6.00208	1.31532	2.65888	1.38623	2.79626			1.25896	2.54093	0.639969	14.7107				
0.347699	5.28365	0.352585	6.16999	1.31891	2.65839	1.38852	2.79275			1.26192	2.53951	0.640445	15.2268				
0.348393	5.41293	0.353563	6.34743	1.32249	2.65788	1.39083	2.78929			1.26488	2.53809	0.640921	15.7797				
0.349136	5.54891	0.354587	6.53514	1.32607	2.65735	1.39315	2.78588			1.26783	2.53666	0.641398	16.3732				
0.349927	5.69206	0.355654	6.73396	1.32963	2.65681	1.39549	2.78253			1.27077	2.53522	0.641872	17.0122				
0.350766	5.84288	0.356765	6.94479	1.33319	2.65625	1.39785	2.77924			1.27371	2.53379	0.642344	17.7019				
0.351652	6.00195	0.35792	7.16868	1.33673	2.65568	1.40023	2.776			1.27664	2.53236	0.642811	18.4486				
0.352585	6.16986	0.359117	7.40677	1.34026	2.65509					1.27958	2.53093	0.643273	19.2596				
0.353563	6.34729	0.360355	7.66035	1.34379	2.65447					1.28251	2.52951	0.643727	20.1438				
0.354586	6.53499	0.361467	7.8951	1.34729	2.65384					1.28544	2.52809	0.644173	21.1112				
0.355653	6.73379	0.36244	8.10618	1.35079	2.65318					1.28837	2.52669	0.644609	22.1745				
0.356765	6.94462	0.36326	8.28891	1.35427	2.6525					1.2913	2.52529	0.645034	23.3484				
0.357919	7.1685	0.36392	8.43895	1.35774	2.6518					1.29424	2.5239	0.645447	24.6512				
0.359116	7.40657	0.36441	8.55256	1.3612	2.65107					1.29717	2.52252	0.645846	26.1056				
0.360354	7.66014	0.364866	8.65964	1.36464	2.65032					1.30011	2.52116	0.646231	27.7395				
0.361633	7.93067	0.365185	8.73562	1.36806	2.64954					1.30305	2.51981	0.646599	29.5885				
0.362952	8.21978	0.365688	8.85687	1.37147	2.64873					1.306	2.51848	0.64695	31.6983				
0.364311	8.52936	0.36638	9.0269	1.37485	2.6479					1.30894	2.51715	0.647283	34.1281				
0.365708	8.86152	0.367268	9.25086	1.37823	2.64703					1.3119	2.51585	0.647596	36.9571				
0.367142	9.2187	0.36836	9.5359	1.38158	2.64613					1.31485	2.51456	0.647888	40.2928				
0.368613	9.6037	0.369666	9.8918	1.38491	2.64521					1.31782	2.51328	0.648159	44.2849				
0.37012	10.0198	0.371197	10.3318	1.38823	2.64425					1.32078	2.51203	0.648408	49.1488				
0.371662	10.4706	0.372763	10.8097	1.39152	2.64325					1.32375	2.51079	0.648633	55.2057				
0.373238	10.9607	0.374362	11.3303	1.39479	2.64222					1.32673	2.50956	0.648834	62.9569				
0.374847	11.4952	0.375993	11.8995	1.39804	2.64116					1.32971	2.50836	0.649011	73.23				
0.376487	12.0802	0.377655	12.5242	1.40127	2.64007					1.3327	2.50717	0.649162	87.4968				
0.378157	12.7231	0.379346	13.2127							1.3357	2.506	0.649286	108.651				
0.379857	13.4326	0.381065	13.9751							1.3387	2.50485	0.649385	143.273				
0.381584	14.2194	0.38281	14.8239							1.34171	2.50372	0.649457	210.239				
0.383337	15.0967	0.38458	15.774							1.34472	2.5026	0.649501	394.652				
0.385114	16.0808	0.386372	16.8448							1.34775	2.50151	0.649519	3209.38				
0.386912	17.192	0.388184	18.0603							1.35077	2.50043						
0.38873	18.4565	0.390013	19.4516							1.35381	2.49937						
0.390563	19.9079	0.391856	21.0595							1.35685	2.49833						
0.392409	21.5904	0.393708	22.9384							1.3599	2.49731						
0.394263	23.5637	0.395563	25.1626							1.36296	2.49631						
0.396118	25.9097	0.397415	27.8362							1.36602	2.49532						
0.397967	28.7443	0.399254	31.1102							1.3691	2.49436						
0.3998	32.2376	0.401068	35.2118							1.37218	2.49341						
0.401604	36.6484	0.40284	40.4995							1.37526	2.49248						
0.403359	42.3923	0.404547	47.5747							1.37836	2.49157						
0.405041	50.1813	0.406156	57.5289							1.38146	2.49068						
0.406612	61.3461	0.407622	72.5737							1.38457	2.48981						
0.408024	78.6963	0.408884	97.9764							1.38769	2.48896						
0.40921	109.373	0.409863	150.138							1.39081	2.48812						
0.410089	178.451	0.410477	319.056							1.39394	2.4873						
0.410578	480.394									1.39709	2.4865						
										1.40023	2.48572						
